,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster
1105,510.233775,1.0,436.74,436.74,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,4494.449450364621,484.285337,864.2065423050828,0.0,12,0
1106,683.971012,0.909091,294.0,145.0,149.0,281.669381,0.5,0.083333,0.416667,0.166667,2,7,4494.449450364621,1578.37444,864.2065423050828,0.1,12,0
1107,703.053063,1.0,335.99,0.0,335.99,956.578904,0.583333,0.0,0.5,0.083333,1,7,4494.449450364621,2300.799763,864.2065423050828,0.25,12,1
1108,3508.560867,1.0,0.0,0.0,0.0,2251.744713,0.0,0.0,0.0,0.083333,2,0,4494.449450364621,4508.112909,864.2065423050828,0.0,12,0
1109,8115.039014,1.0,383.42,0.0,383.42,0.0,0.5,0.0,0.416667,0.0,0,7,4494.449450364621,1982.542865,864.2065423050828,0.0,12,0
1110,4294.953211,1.0,0.0,0.0,0.0,7700.897042,0.0,0.0,0.0,0.666667,28,0,4494.449450364621,3129.359671,864.2065423050828,0.0,12,3
1111,256.433357,1.0,206.35,0.0,206.35,0.0,0.75,0.0,0.75,0.0,0,9,4494.449450364621,689.933057,864.2065423050828,0.0,12,1
1112,297.985886,1.0,116.18,7.78,108.4,0.0,0.416667,0.083333,0.333333,0.0,0,5,4494.449450364621,1178.583629,864.2065423050828,0.083333,12,0
1113,1386.020611,1.0,0.0,0.0,0.0,2168.900998,0.0,0.0,0.0,0.166667,5,0,4494.449450364621,1736.121099,864.2065423050828,0.0,12,0
1114,5311.877259,1.0,299.94,0.0,299.94,6351.312685,0.75,0.0,0.75,0.416667,12,15,4494.449450364621,7105.878792,864.2065423050828,0.0,12,3
1115,417.878821,1.0,364.0,364.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,4,4494.449450364621,1039.551142,864.2065423050828,0.0,12,0
1116,94.241684,0.666667,1019.34,0.0,1019.34,0.0,0.666667,0.0,0.666667,0.0,0,7,4494.449450364621,1014.359244,864.2065423050828,1.0,9,1
1117,0.48805,0.9,121.0,0.0,121.0,0.0,0.2,0.0,0.2,0.0,0,2,4494.449450364621,239.482389,864.2065423050828,0.1,10,0
1118,293.029263,0.818182,3094.97,185.0,2909.97,0.0,0.75,0.25,0.666667,0.0,0,12,4494.449450364621,2543.550697,864.2065423050828,0.666667,12,1
1119,857.843162,1.0,0.0,0.0,0.0,2132.754414,0.0,0.0,0.0,0.333333,6,0,4494.449450364621,980.396237,864.2065423050828,0.0,12,0
1120,4688.103434,1.0,0.0,0.0,0.0,357.129377,0.0,0.0,0.0,0.166667,2,0,4494.449450364621,981.149809,864.2065423050828,0.0,12,0
1121,1373.174839,1.0,215.0,0.0,215.0,0.0,0.25,0.0,0.166667,0.0,0,10,4494.449450364621,598.012696,864.2065423050828,0.0,12,0
1122,2730.843802,1.0,2900.0,2900.0,0.0,0.0,0.125,0.125,0.0,0.0,0,1,4494.449450364621,0.0,864.2065423050828,0.0,8,0
1123,661.423035,0.636364,1109.53,630.01,479.52,952.743339,0.416667,0.083333,0.416667,0.083333,1,6,4494.449450364621,3137.508664,864.2065423050828,0.0,12,0
1124,749.127741,1.0,80.3,80.3,0.0,490.432946,0.166667,0.166667,0.0,0.25,4,3,4494.449450364621,214.230371,864.2065423050828,0.0,12,0
1125,2391.843543,1.0,3279.57,777.63,2501.94,0.0,1.0,0.583333,0.916667,0.0,0,119,4494.449450364621,1226.566229,864.2065423050828,0.0,12,1
1126,677.188172,0.909091,3777.59,3777.59,0.0,329.214459,0.818182,0.818182,0.0,0.181818,3,28,4494.449450364621,5499.745992,864.2065423050828,0.090909,11,1
1127,26.787185,0.272727,114.0,114.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4494.449450364621,333.794157,864.2065423050828,0.0,12,0
1128,20.962217,1.0,290.36,0.0,290.36,0.0,0.916667,0.0,0.833333,0.0,0,12,4494.449450364621,255.56413,864.2065423050828,0.727273,12,1
1129,952.51575,1.0,129.95,129.95,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,4494.449450364621,1791.01792,864.2065423050828,0.083333,12,0
1130,6090.522273,1.0,22.16,22.16,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4494.449450364621,568.7811,864.2065423050828,0.0,12,0
1131,0.0,0.0,12.65,0.0,12.65,0.0,0.083333,0.0,0.083333,0.0,0,1,4494.449450364621,0.0,864.2065423050828,0.0,12,0
1132,987.584177,1.0,0.0,0.0,0.0,185.647722,0.0,0.0,0.0,0.083333,2,0,4494.449450364621,448.68922,864.2065423050828,0.0,12,0
1133,51.422178,0.636364,0.0,0.0,0.0,1504.179802,0.0,0.0,0.0,0.5,16,0,4494.449450364621,1444.167453,864.2065423050828,0.363636,12,0
1134,2136.082193,1.0,0.0,0.0,0.0,2956.073884,0.0,0.0,0.0,0.083333,2,0,4494.449450364621,1943.803344,864.2065423050828,0.0,12,0
1135,3551.355769,1.0,1283.65,729.65,554.0,883.345734,0.833333,0.166667,0.666667,0.166667,4,17,4494.449450364621,2244.998109,864.2065423050828,0.0,12,1
1136,1306.436456,1.0,0.0,0.0,0.0,309.560735,0.0,0.0,0.0,0.25,4,0,4494.449450364621,349.408692,864.2065423050828,0.0,12,0
1137,710.199118,1.0,3442.08,2718.42,723.66,0.0,1.0,0.833333,1.0,0.0,0,63,4494.449450364621,3082.037592,864.2065423050828,0.25,12,1
1138,2847.608209,1.0,1399.05,383.05,1016.0,0.0,0.75,0.166667,0.583333,0.0,0,10,4494.449450364621,1094.003828,864.2065423050828,0.0,12,1
1139,1596.02939,1.0,466.18,175.6,290.58,38.321808,0.727273,0.181818,0.545455,0.090909,1,15,4494.449450364621,463.861161,864.2065423050828,0.0,11,1
1140,4461.155061,1.0,190.0,190.0,0.0,454.804237,0.090909,0.090909,0.0,0.090909,1,1,4494.449450364621,1240.620735,864.2065423050828,0.0,11,0
1141,2861.137399,1.0,0.0,0.0,0.0,265.06559,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,752.365473,864.2065423050828,0.0,12,0
1142,1180.758966,1.0,1274.54,396.24,878.3,0.0,0.833333,0.833333,0.416667,0.0,0,21,4494.449450364621,1351.787519,864.2065423050828,0.0,12,1
1143,4613.570499,1.0,0.0,0.0,0.0,1728.341939,0.0,0.0,0.0,0.090909,1,0,4494.449450364621,922.218961,864.2065423050828,0.0,11,0
1144,126.121035,0.454545,590.0,590.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4494.449450364621,1471.72027,864.2065423050828,0.0,12,0
1145,7638.382236,1.0,0.0,0.0,0.0,1405.776254,0.0,0.0,0.0,0.083333,4,0,4494.449450364621,2284.390267,864.2065423050828,0.0,12,0
1146,1931.821799,1.0,120.0,120.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4494.449450364621,476.682076,864.2065423050828,0.0,12,0
1147,5538.646971,1.0,460.57,460.57,0.0,2661.970456,0.333333,0.333333,0.0,0.25,6,6,4494.449450364621,1253.713151,864.2065423050828,0.0,12,3
1148,1818.441161,1.0,904.3,0.0,904.3,0.0,1.0,0.0,1.0,0.0,0,54,4494.449450364621,1251.158216,864.2065423050828,0.0,12,1
1149,4550.717687,1.0,2094.99,1357.0,737.99,2392.186586,1.0,0.5,1.0,0.166667,2,23,4494.449450364621,3172.264416,864.2065423050828,0.0,12,1
1150,741.294747,1.0,7096.36,4287.78,2808.58,0.0,1.0,1.0,1.0,0.0,0,84,4494.449450364621,6642.324858,864.2065423050828,1.0,12,2
1151,802.618739,1.0,2860.32,2435.82,424.5,0.0,0.666667,0.416667,0.416667,0.0,0,28,4494.449450364621,2024.536409,864.2065423050828,0.0,12,1
1152,645.299519,1.0,1310.84,690.0,620.84,76.361029,0.8,0.2,0.6,0.1,1,12,4494.449450364621,1402.76066,864.2065423050828,0.0,10,1
1153,42.366061,0.818182,463.32,0.0,463.32,0.0,0.75,0.0,0.666667,0.0,0,9,4494.449450364621,499.856766,864.2065423050828,0.714286,12,1
1154,2127.069602,1.0,743.38,743.38,0.0,0.0,0.166667,0.166667,0.0,0.0,0,18,4494.449450364621,1047.607919,864.2065423050828,0.0,12,0
1155,34.207779,0.090909,2483.26,2483.26,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4494.449450364621,29272.48607,864.2065423050828,0.0,12,0
1156,76.059828,1.0,927.1,927.1,0.0,0.0,1.0,1.0,0.0,0.0,0,12,4494.449450364621,906.712652,864.2065423050828,1.0,12,1
1157,25.659372,0.181818,951.1,951.1,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,4494.449450364621,865.208858,864.2065423050828,0.0,12,0
1158,269.309231,1.0,280.25,0.0,280.25,0.0,0.916667,0.0,0.916667,0.0,0,19,4494.449450364621,176.415802,864.2065423050828,0.0,12,1
1159,230.823876,1.0,1842.33,0.0,1842.33,0.0,0.916667,0.0,0.833333,0.0,0,12,4494.449450364621,1651.128297,864.2065423050828,0.333333,12,1
1160,6.903243,0.727273,145.01,0.0,145.01,0.0,0.75,0.0,0.75,0.0,0,9,4494.449450364621,162.930205,864.2065423050828,0.142857,12,1
1161,537.002861,1.0,2275.97,2275.97,0.0,203.752607,0.583333,0.583333,0.0,0.083333,1,31,4494.449450364621,1575.697754,864.2065423050828,0.166667,12,1
1162,3222.221884,1.0,356.4,356.4,0.0,1709.973124,0.166667,0.166667,0.0,0.166667,5,5,4494.449450364621,835.314447,864.2065423050828,0.0,12,0
1163,7370.257624,1.0,0.0,0.0,0.0,1194.995991,0.0,0.0,0.0,0.666667,8,0,4494.449450364621,2278.457657,864.2065423050828,0.0,12,3
1164,20.889413,0.636364,244.2,0.0,244.2,0.0,0.333333,0.0,0.25,0.0,0,4,4494.449450364621,541.817138,864.2065423050828,0.0,12,0
1165,74.568421,0.454545,600.0,200.0,400.0,0.0,0.333333,0.083333,0.25,0.0,0,5,4494.449450364621,1307.801313,864.2065423050828,1.0,12,0
1166,1.059103,0.181818,25.5,25.5,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4494.449450364621,563.748018,864.2065423050828,0.5,12,0
1167,1109.366186,1.0,348.78,348.78,0.0,46.656862,0.714286,0.714286,0.0,0.142857,1,9,4494.449450364621,438.733395,864.2065423050828,0.0,7,0
1168,1114.122532,1.0,348.47,224.31,124.16,99.20189,0.583333,0.166667,0.416667,0.083333,1,9,4494.449450364621,631.49296,864.2065423050828,0.0,12,0
1169,348.965773,1.0,1019.4,444.4,575.0,0.0,1.0,0.25,1.0,0.0,0,25,4494.449450364621,214.987376,864.2065423050828,0.25,12,1
1170,949.259857,1.0,0.0,0.0,0.0,59.80774,0.0,0.0,0.0,0.166667,2,0,4494.449450364621,169.264551,864.2065423050828,0.0,12,0
1171,6306.501319,1.0,205.03,0.0,205.03,270.445198,0.3,0.0,0.3,0.1,1,3,4494.449450364621,1646.635328,864.2065423050828,0.0,10,0
1172,1393.527992,0.818182,0.0,0.0,0.0,1829.287087,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,638.403004,864.2065423050828,0.0,12,0
1173,364.140613,1.0,1462.38,1462.38,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,4494.449450364621,1858.4353,864.2065423050828,0.083333,12,0
1174,72.706076,0.272727,508.56,508.56,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,4494.449450364621,2197.473031,864.2065423050828,0.0,12,0
1175,1688.521097,0.909091,0.0,0.0,0.0,2863.918199,0.0,0.0,0.0,0.181818,5,0,4494.449450364621,3572.27487,864.2065423050828,0.125,11,0
1176,229.913693,1.0,2406.77,1955.67,451.1,0.0,1.0,1.0,0.5,0.0,0,35,4494.449450364621,2239.201417,864.2065423050828,1.0,12,1
1177,123.791796,0.727273,1202.5,0.0,1202.5,0.0,0.666667,0.0,0.583333,0.0,0,41,4494.449450364621,1623.347254,864.2065423050828,0.833333,12,1
1178,1786.707643,1.0,0.0,0.0,0.0,1835.162486,0.0,0.0,0.0,0.25,3,0,4494.449450364621,1612.796944,864.2065423050828,0.0,12,0
1179,971.681565,1.0,133.31,0.0,133.31,148.475392,0.583333,0.0,0.583333,0.166667,2,1,4494.449450364621,496.155153,864.2065423050828,0.0,12,0
1180,3959.912911,1.0,0.0,0.0,0.0,158.159923,0.0,0.0,0.0,0.333333,4,0,4494.449450364621,701.794235,864.2065423050828,0.0,12,0
1181,1771.028068,0.909091,360.0,360.0,0.0,1836.07301,0.090909,0.090909,0.0,0.454545,5,1,4494.449450364621,4681.869188,864.2065423050828,0.1,11,3
1182,543.350448,0.545455,0.0,0.0,0.0,3493.29196,0.0,0.0,0.0,0.166667,8,0,4494.449450364621,7158.478105,864.2065423050828,0.285714,12,0
1183,189.969435,1.0,2071.55,2001.55,70.0,47.875577,1.0,0.916667,0.166667,0.083333,1,19,4494.449450364621,1679.943402,864.2065423050828,1.0,12,1
1184,214.610294,1.0,496.0,0.0,496.0,0.0,1.0,0.0,0.833333,0.0,0,12,4494.449450364621,739.051121,864.2065423050828,0.083333,12,1
1185,4.620029,1.0,59.67,0.0,59.67,0.0,0.916667,0.0,0.916667,0.0,0,11,4494.449450364621,60.665896,864.2065423050828,0.0,12,1
1186,32.779456,1.0,212.58,160.48,52.1,279.524631,0.5,0.333333,0.166667,0.416667,5,8,4494.449450364621,338.58363,864.2065423050828,0.2,12,0
1187,2191.369256,1.0,1197.2,869.06,328.14,0.0,0.666667,0.333333,0.416667,0.0,0,13,4494.449450364621,1643.269684,864.2065423050828,0.0,12,1
1188,6.824905,0.090909,0.0,0.0,0.0,1150.890874,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,0.0,864.2065423050828,0.0,12,0
1189,23.150437,0.090909,0.0,0.0,0.0,3947.583198,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,0.0,864.2065423050828,0.0,12,0
1190,1893.611922,1.0,22746.81,15795.42,6951.39,0.0,1.0,1.0,1.0,0.0,0,140,4494.449450364621,22558.28457,864.2065423050828,1.0,12,2
1191,230.936733,0.5,0.0,0.0,0.0,1364.395327,0.0,0.0,0.0,0.125,1,0,4494.449450364621,4024.820049,864.2065423050828,0.0,8,0
1192,42.585012,1.0,534.26,256.0,278.26,2395.944665,0.333333,0.25,0.083333,0.083333,3,6,4494.449450364621,3391.718043,864.2065423050828,0.666667,12,0
1193,1060.385693,1.0,5327.61,5327.61,0.0,3467.977927,0.833333,0.833333,0.0,0.583333,12,53,4494.449450364621,8412.649548,864.2065423050828,0.9,12,2
1194,867.728471,1.0,41.07,0.0,41.07,0.0,0.25,0.0,0.25,0.0,0,3,4494.449450364621,1409.282903,864.2065423050828,0.0,12,0
1195,8884.816576,1.0,1233.58,1233.58,0.0,13674.24402,0.416667,0.416667,0.0,0.75,26,7,4494.449450364621,5574.916601,864.2065423050828,0.0,12,3
1196,77.273142,0.818182,963.61,0.0,963.61,0.0,0.833333,0.0,0.833333,0.0,0,14,4494.449450364621,1218.480845,864.2065423050828,0.2,12,1
1197,915.981419,0.909091,2037.24,1587.24,450.0,0.0,0.833333,0.583333,0.666667,0.0,0,22,4494.449450364621,411.176707,864.2065423050828,0.125,12,1
1198,177.355165,0.909091,1179.3,997.3,182.0,0.0,0.75,0.5,0.416667,0.0,0,13,4494.449450364621,815.01939,864.2065423050828,0.714286,12,1
1199,653.004882,0.818182,2035.29,1259.58,775.71,0.0,0.75,0.5,0.5,0.0,0,29,4494.449450364621,7590.280949,864.2065423050828,0.0,12,1
1200,3322.31489,1.0,676.0,601.0,75.0,0.0,0.5,0.25,0.333333,0.0,0,9,4494.449450364621,867.587298,864.2065423050828,0.0,12,0
1201,49.022296,1.0,480.27,0.0,480.27,0.0,1.0,0.0,1.0,0.0,0,37,4494.449450364621,636.766732,864.2065423050828,1.0,12,1
1202,5022.775729,1.0,2117.05,1947.05,170.0,0.0,0.833333,0.833333,0.166667,0.0,0,19,4494.449450364621,1588.794697,864.2065423050828,0.0,12,1
1203,2.451938,0.090909,37.75,0.0,37.75,0.0,0.083333,0.0,0.083333,0.0,0,1,4494.449450364621,426.039083,864.2065423050828,1.0,12,0
1204,39.977967,0.3,432.05,432.05,0.0,0.0,0.2,0.2,0.0,0.0,0,3,4494.449450364621,1282.534281,864.2065423050828,0.0,10,0
1205,247.063258,1.0,1448.74,0.0,1448.74,0.0,1.0,0.0,1.0,0.0,0,23,4494.449450364621,1313.816616,864.2065423050828,0.0,12,1
1206,1327.775159,1.0,534.93,0.0,534.93,114.667852,1.0,0.0,1.0,0.083333,1,38,4494.449450364621,578.744266,864.2065423050828,0.0,12,1
1207,2372.842569,1.0,218.0,218.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,4494.449450364621,529.808323,864.2065423050828,0.0,12,0
1208,2705.149599,1.0,328.61,247.95,80.66,6790.012504,0.333333,0.25,0.083333,0.666667,26,6,4494.449450364621,4724.801558,864.2065423050828,0.083333,12,3
1209,92.782518,0.2,921.82,921.82,0.0,0.0,0.1,0.1,0.0,0.0,0,1,4494.449450364621,4644.142145,864.2065423050828,0.0,10,0
1210,4.398104,0.181818,76.0,76.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4494.449450364621,307.868817,864.2065423050828,0.0,12,0
1211,9387.614011,1.0,0.0,0.0,0.0,7968.273359,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,2202.134525,864.2065423050828,0.0,12,3
1212,156.536773,1.0,1903.66,1788.08,115.58,0.0,0.833333,0.833333,0.166667,0.0,0,35,4494.449450364621,2093.551911,864.2065423050828,1.0,12,1
1213,233.393741,1.0,2346.94,1829.5,517.44,0.0,0.916667,0.75,0.75,0.0,0,39,4494.449450364621,2029.208283,864.2065423050828,0.875,12,1
1214,3597.728209,1.0,1043.0,0.0,1043.0,836.723952,0.583333,0.0,0.5,0.083333,1,7,4494.449450364621,1222.771295,864.2065423050828,0.0,12,1
1215,2.549291,0.181818,322.98,322.98,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,4494.449450364621,1210.429773,864.2065423050828,0.0,12,0
1216,5630.793848,1.0,2743.66,2743.66,0.0,2638.893572,0.75,0.75,0.0,0.166667,2,23,4494.449450364621,1251.781578,864.2065423050828,0.0,12,1
1217,1592.168416,1.0,0.0,0.0,0.0,15084.00852,0.0,0.0,0.0,0.333333,53,0,4494.449450364621,11382.3658,864.2065423050828,0.166667,12,3
1218,599.044829,1.0,6528.65,4859.87,1668.78,0.0,1.0,1.0,1.0,0.0,0,113,4494.449450364621,5779.079513,864.2065423050828,1.0,12,2
1219,5.801666,0.272727,88.97,33.0,55.97,0.0,0.166667,0.083333,0.083333,0.0,0,2,4494.449450364621,620.204737,864.2065423050828,1.0,12,0
1220,31.876386,0.909091,311.05,311.05,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,4494.449450364621,320.176291,864.2065423050828,1.0,12,1
1221,41.620283,1.0,689.4,689.4,0.0,0.0,1.0,1.0,0.0,0.0,0,12,4494.449450364621,718.15858,864.2065423050828,1.0,12,1
1222,408.732898,0.272727,0.0,0.0,0.0,4799.003911,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,19666.29097,864.2065423050828,1.0,12,0
1223,5.260527,0.272727,263.16,0.0,263.16,0.0,0.416667,0.0,0.333333,0.0,0,7,4494.449450364621,385.107859,864.2065423050828,0.2,12,0
1224,238.184435,0.75,2068.15,0.0,2068.15,0.0,0.875,0.0,0.75,0.0,0,7,4494.449450364621,2143.223171,864.2065423050828,0.833333,8,1
1225,3437.033859,1.0,1858.7,1858.7,0.0,3569.688273,0.583333,0.583333,0.0,0.833333,26,18,4494.449450364621,6062.441603,864.2065423050828,0.0,12,3
1226,341.467517,1.0,3446.96,2831.62,615.34,0.0,1.0,1.0,0.333333,0.0,0,46,4494.449450364621,3273.239834,864.2065423050828,1.0,12,1
1227,2500.029691,1.0,1103.5,1103.5,0.0,804.71643,0.333333,0.333333,0.0,0.25,4,8,4494.449450364621,617.471865,864.2065423050828,0.0,12,0
1228,1.019189,0.090909,87.02,0.0,87.02,0.0,0.083333,0.0,0.083333,0.0,0,1,4494.449450364621,0.0,864.2065423050828,0.0,12,0
1229,6477.2996,1.0,0.0,0.0,0.0,2436.195048,0.0,0.0,0.0,0.666667,8,0,4494.449450364621,2480.091913,864.2065423050828,0.0,12,3
1230,1037.653522,1.0,584.4,0.0,584.4,0.0,1.0,0.0,1.0,0.0,0,12,4494.449450364621,572.911937,864.2065423050828,0.0,12,1
1231,1134.726574,1.0,0.0,0.0,0.0,19.555003,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,78.603131,864.2065423050828,0.0,12,0
1232,1564.180333,1.0,942.22,773.6,168.62,397.71148,1.0,0.5,1.0,0.25,3,36,4494.449450364621,2852.584209,864.2065423050828,0.0,12,1
1233,55.58459,0.818182,395.05,150.05,245.0,0.0,0.416667,0.25,0.166667,0.0,0,6,4494.449450364621,531.9538,864.2065423050828,0.111111,12,0
1234,61.109731,1.0,438.8,0.0,438.8,0.0,1.0,0.0,0.9,0.0,0,10,4494.449450364621,367.594796,864.2065423050828,0.75,10,1
1235,5.340221,0.454545,35.97,35.97,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4494.449450364621,83.093843,864.2065423050828,0.0,12,0
1236,2593.115716,1.0,0.0,0.0,0.0,3553.203852,0.0,0.0,0.0,0.666667,19,0,4494.449450364621,2420.926404,864.2065423050828,0.0,12,3
1237,12.40875,0.3,85.5,85.5,0.0,0.0,0.1,0.1,0.0,0.0,0,1,4494.449450364621,414.010478,864.2065423050828,0.0,10,0
1238,1548.224072,1.0,696.63,696.63,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,4494.449450364621,588.329981,864.2065423050828,0.0,12,0
1239,1547.154381,1.0,0.0,0.0,0.0,39.346045,0.0,0.0,0.0,0.166667,2,0,4494.449450364621,438.446345,864.2065423050828,0.0,12,0
1240,527.965041,1.0,2808.2,1332.96,1475.24,0.0,1.0,0.583333,1.0,0.0,0,71,4494.449450364621,2823.313675,864.2065423050828,0.583333,12,1
1241,998.231433,1.0,1622.23,872.26,749.97,0.0,1.0,0.916667,0.916667,0.0,0,54,4494.449450364621,987.085976,864.2065423050828,0.0,12,1
1242,5220.637076,1.0,2911.02,1647.3,1263.72,1992.386858,1.0,0.833333,1.0,0.166667,4,85,4494.449450364621,2044.047768,864.2065423050828,0.0,12,1
1243,395.81907,0.888889,37.0,0.0,37.0,0.0,0.111111,0.0,0.111111,0.0,0,2,4494.449450364621,243.495592,864.2065423050828,0.0,9,0
1244,1739.666192,1.0,0.0,0.0,0.0,2878.737758,0.0,0.0,0.0,0.333333,7,0,4494.449450364621,5130.543752,864.2065423050828,0.083333,12,3
1245,1382.168038,1.0,0.0,0.0,0.0,190.767997,0.0,0.0,0.0,0.416667,8,0,4494.449450364621,598.968477,864.2065423050828,0.0,12,0
1246,11.047149,0.545455,180.5,0.0,180.5,0.0,0.5,0.0,0.333333,0.0,0,8,4494.449450364621,269.952974,864.2065423050828,0.75,12,0
1247,1121.833202,1.0,2940.0,750.0,2190.0,0.0,1.0,0.083333,0.916667,0.0,0,13,4494.449450364621,1279.460209,864.2065423050828,0.3,12,1
1248,1222.083116,1.0,1492.21,722.91,769.3,0.0,1.0,0.5,0.916667,0.0,0,27,4494.449450364621,1409.156293,864.2065423050828,0.0,12,1
1249,3850.206279,1.0,2434.5,2372.1,62.4,6742.419844,0.5,0.333333,0.166667,0.666667,22,22,4494.449450364621,6120.323572,864.2065423050828,0.0,12,3
1250,51.640786,0.727273,434.72,99.0,335.72,0.0,0.583333,0.083333,0.583333,0.0,0,9,4494.449450364621,998.961098,864.2065423050828,1.0,12,1
1251,621.386746,0.571429,178.83,178.83,0.0,913.392266,0.285714,0.285714,0.0,0.142857,1,4,4494.449450364621,96.011391,864.2065423050828,0.0,7,0
1252,1096.949604,1.0,227.55,227.55,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,4494.449450364621,397.836763,864.2065423050828,0.0,12,0
1253,75.039332,0.272727,588.05,588.05,0.0,0.0,0.166667,0.166667,0.0,0.0,0,5,4494.449450364621,707.386471,864.2065423050828,0.0,12,0
1254,939.102758,0.363636,0.0,0.0,0.0,3470.939551,0.0,0.0,0.0,0.166667,4,0,4494.449450364621,501.827788,864.2065423050828,0.0,12,0
1255,2321.846501,1.0,2675.0,2675.0,0.0,2357.962605,0.666667,0.666667,0.0,0.166667,4,22,4494.449450364621,5458.081568,864.2065423050828,0.083333,12,1
1256,4010.621974,1.0,40040.71,24543.52,15497.19,0.0,1.0,1.0,1.0,0.0,0,358,4494.449450364621,33994.72785,864.2065423050828,1.0,12,2
1257,139.511394,1.0,1247.75,137.84,1109.91,404.441902,1.0,0.166667,1.0,0.166667,2,31,4494.449450364621,2017.650301,864.2065423050828,0.5,12,1
1258,25.698927,0.909091,244.0,0.0,244.0,197.3778,1.0,0.0,1.0,0.083333,1,16,4494.449450364621,383.150843,864.2065423050828,0.333333,12,1
1259,1856.590921,1.0,0.0,0.0,0.0,2622.293367,0.0,0.0,0.0,0.333333,7,0,4494.449450364621,2356.790318,864.2065423050828,0.0,12,0
1260,18.776309,0.5,59.0,59.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,1,4494.449450364621,127.623057,864.2065423050828,0.0,6,0
1261,2596.455261,1.0,0.0,0.0,0.0,1689.711942,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,714.50351,864.2065423050828,0.0,12,0
1262,6619.14864,1.0,35.92,0.0,35.92,0.0,0.083333,0.0,0.083333,0.0,0,1,4494.449450364621,2071.643344,864.2065423050828,0.0,12,0
1263,317.657562,1.0,4398.35,4398.35,0.0,0.0,0.916667,0.916667,0.0,0.0,0,47,4494.449450364621,4028.380624,864.2065423050828,0.916667,12,1
1264,6912.431438,1.0,1483.9,1483.9,0.0,4848.111338,1.0,1.0,0.0,0.25,4,12,4494.449450364621,2701.466431,864.2065423050828,0.0,12,3
1265,12.00682,1.0,126.0,0.0,126.0,0.0,1.0,0.0,1.0,0.0,0,12,4494.449450364621,171.837196,864.2065423050828,0.333333,12,1
1266,173.940108,0.5,958.5,958.5,0.0,404.991463,0.3,0.3,0.0,0.1,2,6,4494.449450364621,3213.848412,864.2065423050828,1.0,10,0
1267,661.199437,0.545455,150.0,150.0,0.0,1344.227865,0.083333,0.083333,0.0,0.25,8,1,4494.449450364621,290.372365,864.2065423050828,0.0,12,0
1268,12.659909,0.272727,5252.04,2501.0,2751.04,0.0,1.0,0.166667,1.0,0.0,0,40,4494.449450364621,4086.011768,864.2065423050828,0.083333,12,1
1269,2425.836071,1.0,3502.99,2968.85,534.14,0.0,1.0,0.833333,0.416667,0.0,0,74,4494.449450364621,3871.983102,864.2065423050828,0.0,12,1
1270,27.263365,1.0,231.0,0.0,231.0,0.0,0.916667,0.0,0.833333,0.0,0,11,4494.449450364621,174.589426,864.2065423050828,0.181818,12,1
1271,208.19101,1.0,2395.88,1516.09,879.79,0.0,1.0,1.0,0.75,0.0,0,63,4494.449450364621,2131.759516,864.2065423050828,0.75,12,1
1272,12.654903,0.4,120.0,0.0,120.0,0.0,0.3,0.0,0.2,0.0,0,3,4494.449450364621,291.598507,864.2065423050828,1.0,10,0
1273,1727.333496,1.0,560.75,168.65,392.1,0.0,0.454545,0.181818,0.363636,0.0,0,11,4494.449450364621,509.825296,864.2065423050828,0.0,11,0
